"Temp","mean","lcl","ucl"
29.5,7.83814055090828,7.63800361553825,8.03827748627831
29.6,7.80721942686152,7.60645603087968,8.00798282284336
29.7,7.77662740758833,7.57523959392363,7.97801522125303
29.8,7.74635949878158,7.54434958541764,7.94836941214552
29.9,7.71641080338451,7.51378136405351,7.91904024271552
30,7.68677651929519,7.48353036524395,7.89002267334643
30.1,7.65745193713401,7.4535920999076,7.86131177436041
30.2,7.62843243807246,7.42396215326285,7.83290272288206
30.3,7.59971349172231,7.39463618363165,7.80479079981297
30.4,7.57129065408116,7.3656099212523,7.77697138691003
30.5,7.54315956553465,7.33687916710318,7.74943996396613
30.6,7.51531594891285,7.30843979173711,7.72219210608859
30.7,7.48775560759813,7.28028773412627,7.69522348106998
30.8,7.46047442368481,7.25241900051938,7.66852984685023
30.9,7.43346835618759,7.22482966331032,7.64210704906486
31,7.40673343929787,7.19751585991929,7.61595101867646
31.1,7.38026578068641,7.17047379168656,7.59005776968625
31.2,7.35406155985027,7.14369972277888,7.56442339692165
31.3,7.32811702650455,7.11718997910974,7.53904407389936
31.4,7.30242849901475,7.09094094727222,7.51391605075727
31.5,7.27699236287151,7.06494907348654,7.48903565225648
31.6,7.25180506920409,7.03921086256066,7.46439927584753
31.7,7.22686313333295,7.01372287686565,7.44000338980024
31.8,7.20216313335944,6.98848173532491,7.41584453139398
31.9,7.17770170879213,6.96348411241787,7.39191930516638
32,7.15347555920752,6.93872673719804,7.368224381217
32.1,7.1294814429465,6.91420639232617,7.34475649356683
32.2,7.10571617584232,6.88991991311718,7.32151243856745
32.3,7.08217662998168,6.86586418660222,7.29848907336114
32.4,7.05885973249732,6.84203615060556,7.27568331438907
32.5,7.03576246439028,6.81843279283562,7.25309213594494
32.6,7.01288185938225,6.795051149991,7.2307125687735
32.7,6.99021500279637,6.77188830688104,7.2085416987117
32.8,6.967759030466,6.74894139556086,7.18657666537114
32.9,6.94551112767037,6.72620759448085,7.16481466085989
33,6.92346852809651,6.70368412765047,7.14325292854254
33.1,6.90162851282735,6.68136826381681,7.12188876183788
33.2,6.87998840935342,6.65925731565644,7.1007195030504
33.3,6.85854559061001,6.63734863898232,7.0797425422377
33.4,6.83729747403701,6.61563963196397,7.05895531611005
33.5,6.81624152066163,6.59412773436167,7.03835530696158
33.6,6.7953752342035,6.57281042677432,7.01794004163268
33.7,6.77469616020113,6.55168522990077,6.99770709050149
33.8,6.75420188515982,6.5307497038148,6.97765406650485
33.9,6.73389003571896,6.51000144725261,6.95777862418531
34,6.7137582778403,6.48943809691416,6.93807845876643
34.1,6.69380431601471,6.46905732677678,6.91855130525264
34.2,6.67402589248817,6.44885684742178,6.89919493755457
34.3,6.65442078650561,6.42883440537335,6.88000716763787
34.4,6.6349868135731,6.40898778245016,6.86098584469604
34.5,6.6157218247364,6.38931479512843,6.84212885434437
34.6,6.5966237058776,6.36981329391788,6.82343411783732
34.7,6.57769037702684,6.35048116274864,6.80489959130503
34.8,6.55891979169093,6.33131631837024,6.78652326501162
34.9,6.54030993619685,6.31231670976172,6.76830316263199
35,6.52185882905092,6.29348031755329,6.75023734054856
35.1,6.50356452031211,6.27480515345869,6.73232388716553
35.2,6.48542509098009,6.25628925971856,6.71456092224161
35.3,6.46743865239698,6.2379307085545,6.69694659623947
35.4,6.44960334566291,6.21972760163352,6.6794790896923
35.5,6.43191734106463,6.20167806954291,6.66215661258635
35.6,6.41437883751688,6.18378027127493,6.64497740375884
35.7,6.39698606201682,6.16603239372189,6.62793973031175
35.8,6.37973726910999,6.14843265118045,6.61104188703954
35.9,6.36263074036874,6.1309792848659,6.59428219587158
36,6.34566478388221,6.1136705624358,6.57765900532862
36.1,6.32883773375706,6.09650477752229,6.56117068999184
36.2,6.3121479496303,6.07948024927447,6.54481564998612
36.3,6.29559381619156,6.06259532190852,6.5285923104746
36.4,6.27917374271699,6.04584836426732,6.51249912116666
36.5,6.26288616261273,6.02923776938834,6.49653455583712
36.6,6.2467295329683,6.01276195407971,6.48069711185689
36.7,6.23070233412044,5.99641935850503,6.46498530973586
36.8,6.21480306922506,5.98020844577537,6.44939769267475
36.9,6.19903026384008,5.96412770155026,6.43393282612991
37,6.18338246551577,5.94817563364537,6.41858929738618
37.1,6.16785824339489,5.93235077164846,6.40336571514132
37.2,6.15245618782095,5.91665166654252,6.38826070909939
37.3,6.13717490995465,5.90107689033604,6.37327292957326
37.4,6.12201304139928,5.8856250357009,6.35840104709765
37.5,6.10696923383281,5.87029471561658,6.34364375204903
37.6,6.09204215864907,5.85508456302196,6.32899975427617
37.7,6.07723050660537,5.83999323047309,6.31446778273765
37.8,6.06253298747844,5.82501938980832,6.30004658514856
37.9,6.04794832972672,5.81016173181912,6.28573492763431
38,6.0334752801605,5.79541896592785,6.27153159439315
