"","Pool_ID","lat","long","DistRC_m","Depth_cm","SurfArea_cm2","Volume_cm3","Pct_Shaded","Notes","MaxRTemp_Z","Depth_Z","Pct_Shaded_Z","fit","se.fit"
"74","75",37.52633245,-77.45621727,"16.23945478",47.94955849,"3685.560128","177283.4411",0.27,"-",0,0.750801909857236,0.418690563703594,32.6422597540715,0.853886506791213
"75","76",37.52632871,-77.45623354,"16.95518167",17.828125,"1170.439644","23570.44928",0.38,"-",0,-0.358615729664965,0.809063891214674,31.2223637643936,2.67700010563305
"76","77",37.52635334,-77.45616278,"14.99585193",32.53571429,"5107.640698","170583.4024",0,"-",0,0.183086875511207,-0.539498512914512,32.0238306375354,2.67326255182052
"77","78",37.52633582,-77.45614881,"12.09471574",33.75892857,"4747.844162","160224.8321",0,"-",0,0.228139694780183,-0.539498512914512,31.0393587914421,0.981976699335237
"78","79",37.52636411,-77.45614973,"15.76381825",64.19999848,"2618.362959","337699.5267",0,"-",0,1.34933002376285,-0.539498512914512,29.7291472939136,2.69331493486242
"79","80",37.52642296,-77.45615742,"23.75970224",14,"13893.69","194511.7",0.06,"-",0,-0.499611323473802,-0.326567606999377,31.4826317413633,1.31104029470591
"80","81",37.52639816,-77.45612193,"19.06744586",29.11363636,"6008.724468","179887.3583",0,"-",0,0.0570466051959839,-0.539498512914512,32.271825671291,2.67302967107776
"81","82",37.52638273,-77.45612127,"17.02729244",32.73859315,"3313.700974","107622.5994",0.12,"-",0,0.190559208660454,-0.113636701084243,31.4337147230607,2.67110050314619
"82","83",37.5263805,-77.45611551,"16.50031082",53.05995263,"2353.30228","221360.4165",0,"-",0,0.939025402132566,-0.539498512914512,30.5364568009212,2.68259380160746
"83","84",37.52636922,-77.45610247,"14.49290291",36.23125,"4988.757461","205586.0433",0,"-",0,0.31919900661278,-0.539498512914512,29.8630236257445,1.31088914259733
"84","85",37.5263315,-77.45605059,"7.442961182",20.125,"5084.66771","102328.9377",0.01,"-",0,-0.274018373379663,-0.504010028595323,32.8742676816894,2.67380670990495
"85","86",37.52633844,-77.45600797,"6.601179442",43.41203592,"3125.450942","126150.7045",0,"-",0,0.583678137990291,-0.539498512914512,31.2356329971126,2.67651651300704
"86","87",37.52635542,-77.45600477,"8.68554756",38.23875,"4717.494015","191482.0259",0,"-",0,0.393138246990574,-0.539498512914512,31.6105365623151,2.67449224372327
"87","88",37.52637766,-77.45599856,"11.33334707",55,"10126.66167","586999.2597",0,"-",0,1.01048026082982,-0.539498512914512,30.395863242606,2.68417642211602
"88","89",37.52639464,-77.4559552,"11.7711339",44.98214286,"21845.51249","990379.438",0,"-",0,0.641507534979333,-0.539498512914512,31.1218487024384,2.67730161271984
"90","91",37.52639089,-77.45586096,"7.417821624",47.30807332,"2387.923439","131108.7107",0,"-",0,0.727175047499368,-0.539498512914512,29.5960026818668,1.31633989610542
"91","92",37.52637726,-77.45586468,"5.791507693",17.54166667,"4554.262333","79795.41333",0,"-",0,-0.369166420235372,-0.539498512914512,34.2461158333263,0.984466342858445
