"","Pool_ID","lat","long","DistRC_m","Depth_cm","SurfArea_cm2","Volume_cm3","Pct_Shaded","Notes","MaxRTemp_Z","Depth_Z","Pct_Shaded_Z","fit","se.fit"
"196","198",37.52605745,-77.45516873,"63.67390591",74.0625,"7341.902031","543759.6192",0,"-",0,1.71258076877586,-0.539498512914512,29.0144203217645,2.70608340917239
"197","199",37.52609676,-77.45516434,"58.66732103",12.75,"1511.891","18142.7",0,"-",0,-0.545650701044034,-0.539498512914512,31.4707512447907,1.31374082811089
"198","200",37.5261223,-77.45523144,"52.71501305",4.75,"1432.566","5730.265",0.13,"-",0,-0.840302717493521,-0.0781482167650537,33.3850656441739,2.67705135975966
"199","201",37.52616821,-77.45516618,"49.18915512",83,"23792.85196","1974806.713",0,"-",0,2.04176231840302,-0.539498512914512,28.3667274113371,2.72027506181462
"200","202",37.52616021,-77.45508639,"53.32153718",36.125,"16502.78621","596163.1518",0.02,"-",0,0.315285659519311,-0.468521544276134,31.6683559023838,2.67307877574037
"201","203",37.52618172,-77.45508622,"50.49590806",64.25,"27482.65","1758890",0,"-",0,1.35117165484954,-0.539498512914512,29.725523726919,2.69337194391797
"202","204",37.52622346,-77.45508127,"45.19172605",21.625,"9144.128703","192009.9427",0,"-",0,-0.218771120295384,-0.539498512914512,32.8145206843417,2.67384181818971
"203","205",37.52629129,-77.45501983,"38.63229794",10.5,"447.6769531","4700.608008",0,"-",0,-0.628521580670452,-0.539498512914512,33.6207398315869,2.67839351273641
"204","206",37.52630166,-77.4550306,"36.85128509",183.1324943,"4241.1416","776690.8399",0.06,"-",0,5.72979248810449,-0.326567606999377,20.8944438585721,2.99359287978068
"205","207",37.52631996,-77.4550361,"34.22947621",78.24536863,"3368.081849","409103.737",0,"-",0,1.86664210332246,-0.539498512914512,28.7112914426708,2.71241746008272
"206","208",37.52631868,-77.45502358,"34.88089274",21.375,"6804.951351","145038.4944",0.01,"-",0,-0.227978995809431,-0.504010028595323,33.1212556249147,1.30337766040384
"207","209",37.52632951,-77.45502615,"33.35577684",21.875,"5065.818154","110814.7721",0.05,"-",0,-0.209563244781338,-0.362056091318566,29.4097758919157,1.33266833721533
"208","210",37.52635808,-77.45501011,"30.2136537",81.10416667,"20920.25756","1665085.637",0,"-",0,1.97193592921094,-0.539498512914512,28.5041168163377,2.71705842872511
"209","211",37.52635579,-77.45503688,"29.48192071",63.625,"14916.6755","1000944.822",0,"-",0,1.32815196606442,-0.539498512914512,29.7708169374384,2.69266503749454
"210","212",37.52637738,-77.45501726,"27.39588351",21.375,"1846.078383","41732.62229",0,"-",0,-0.227978995809431,-0.539498512914512,32.8326379685495,2.67390021707771
"211","213",37.52637494,-77.45500425,"28.21929358",86.4375,"12577.56306","1053455.525",0,"-",0,2.16837060672116,-0.539498512914512,28.1176147534805,2.7263885607351
"212","214",37.52638944,-77.45504145,"24.87506653",40.79166667,"1694.758404","79860.08086",0,"-",0,0.487166002570949,-0.539498512914512,28.6405157914057,1.32866289042401
"213","215",37.52639383,-77.45506021,"23.57300205",55.31166571,"2342.916706","127563.6098",0,"-",0,1.02195937706853,-0.539498512914512,30.3732770976225,2.68444188650469
"214","216",37.52640888,-77.45509082,"20.41076822",53.59027778,"9623.135417","482191.267",0,"-",0,0.958558073985238,-0.539498512914512,30.4980245950609,2.68301446398194
"215","217",37.52640726,-77.45500941,"23.76558333",75.35,"14922.01636","1123349.903",0,"-",0,1.7600013276732,-0.539498512914512,28.9211163080945,2.70797509580695
"216","218",37.52643335,-77.45507249,"17.89566583",41.325,"18702.29297","783302.2489",0,"-",0,0.506809470211477,-0.539498512914512,29.0944186266727,1.31449204624328
"217","219",37.52644561,-77.45507196,"16.30190905",50.69444444,"4064.435496","206633.3481",0,"-",0,0.851900182368656,-0.539498512914512,30.7078831376173,2.68082714559518
"218","220",37.52644834,-77.45511487,"14.28756471",75.40104167,"6895.697791","518131.0534",0,"-",0,1.76188126904676,-0.539498512914512,28.9174173623272,2.70805115369457
"219","221",37.52646688,-77.45512169,"11.58266994",62.75986111,"9185.043071","571259.1347",0,"-",0,1.2962876012585,-0.539498512914512,29.8335128060356,2.69170692827809
"220","222",37.52648025,-77.45512289,"9.77668377",79.51388889,"8679.173514","677508.2981",0,"-",0,1.91336360988697,-0.539498512914512,28.6193628743759,2.71444561396496
"221","223",37.52648874,-77.45511368,"9.013694296",85.98611111,"7414.158818","636590.6813",0,"-",0,2.15174527589099,-0.539498512914512,27.9553330934348,1.31525238565054
"222","224",37.52648146,-77.45513709,"9.06907733",30.02437452,"2486.069011","77389.53392",0,"-",0,0.0905904596086707,-0.539498512914512,33.6971890626662,1.3152763746291
"223","225",37.52649053,-77.45513642,"7.900841779",59.82291667,"4343.742674","269315.8905",0,"-",0,1.18811552607774,-0.539498512914512,30.0841155612361,1.30433972350711
"224","226",37.52650106,-77.45513498,"6.569633735",38.16666667,"4611.596249","176638.9582",0,"-",0,0.390483309673462,-0.539498512914512,31.6157603790201,2.67447014119918
"225","227",37.52647307,-77.45515627,"9.432693426",127.3541667,"11866.58071","1506235.691",0,"-",0,3.67539290041448,-0.539498512914512,28.594216959857,1.33992814698218
"226","228",37.52646119,-77.45519557,"9.481011308",35.90277778,"7497.411221","262316.4875",0,"-",0,0.30710088136645,-0.539498512914512,28.8556443978325,1.33016246073582
"227","229",37.52642396,-77.45516516,"15.55561021",50.5625,"35211.36326","1496324.095",0,"-",0,0.847040470455494,-0.539498512914512,30.7174450372937,2.68073388594378
"228","230",37.52636149,-77.45517055,"23.57252963",30,"6181.345471","176954.159",0,"-",0,0.0896927094251722,-0.539498512914512,32.2075916633818,2.67305362985605
"229","231",37.5263857,-77.45516403,"20.63722228",42.75,"6793.694113","290430.4233",0,"-",0,0.559294360641542,-0.539498512914512,31.2836101687862,2.6762092866101
"230","232",37.52641929,-77.45525794,"12.59068505",5.125,"1605.353846","8227.438461",0,"-",0,-0.826490904222451,-0.539498512914512,34.0102614420537,2.68202030749042
"231","233",37.52647539,-77.45523591,"6.054422285",27.125,"18322.93508","515617.3615",0,"-",0,-0.0161978589863621,-0.539498512914512,32.415940431771,2.67306841652987
"232","234",37.52650885,-77.45517722,"3.914284287",90.76071429,"22687.42224","2048104.203",0,"-",0,2.32760108273263,-0.539498512914512,27.8043151455486,2.73458852214596
"233","235",37.5265364,-77.45509767,"3.35686276",73.04166667,"22918.96803","1673283.438",0,"-",0,1.67498194388294,-0.539498512914512,29.0883992320379,2.70462026687332
"234","236",37.52654779,-77.45508682,"2.275293582",22.375,"5996.514978","124233.2998",0,"-",0,-0.191147493753245,-0.539498512914512,32.7601688317184,2.67367874506877
"235","237",37.52652327,-77.45507861,"5.820865959",104.375,"2203.042","229491",0,"-",0,2.829035674854,-0.539498512914512,26.8176996115738,2.76407545232437
"236","238",37.52653089,-77.45508063,"4.740104585",63.875,"5023.407","316474.6",0,"-",0,1.33735984157847,-0.539498512914512,29.7526996532306,2.69294631678557
"237","239",37.52654228,-77.45508035,"3.250889338",27.125,"8219.191","259287.415",0,"-",0,-0.0161978589863621,-0.539498512914512,29.4955499244313,1.32258887490165
"238","240",37.52651191,-77.45511336,"5.97558697",81.29166667,"17951.05667","1448069.667",0,"-",0,1.97884183584648,-0.539498512914512,28.4905288531819,2.71737162923061
"239","241",37.52656252,-77.4550735,"0.850436682",38.75,"11928.36495","497105.9543",0.64,"-",0,0.411968352416798,1.73176448351359,26.5838951423048,1.31911193948694
"240","242",37.52654724,-77.45505129,"3.718381047",65.5,"17612.55","1144816",0,"-",0,1.39721103241977,-0.539498512914512,29.6349373058802,2.69482281316705
"241","243",37.52657266,-77.45505016,"0.415995771",82.53125,"3687.051771","305741.5753",0,"-",0,2.02449755181419,-0.539498512914512,28.4006973192267,2.71946945659846
"242","244",37.5265307,-77.45506457,"5.384653277",33.5625,"7372.5325","248301.65",0,"-",0,0.220904935500334,-0.539498512914512,31.9494203634213,2.67340631906936
"243","245",37.52653507,-77.45502726,"6.24794179",35.26875,"51633.25192","1819072.449",0,"-",0,0.283748685883701,-0.539498512914512,31.8257698987033,2.67372063295701
"244","246",37.52647519,-77.45502346,"14.27921433",55.16666667,"14921.78075","882309.749",0,"-",0,1.01661884462862,-0.539498512914512,30.3837850528926,2.68431799604518
"245","247",37.52648991,-77.45505887,"10.97550045",78.54861111,"14017.52581","1103108.642",0,"-",0,1.8778109793481,-0.539498512914512,28.6893157218947,2.71289776635575
"246","248",37.52649787,-77.45498113,"12.92736329",33,"6328.738401","208848.3672",0,"-",0,0.20018721559373,-0.539498512914512,31.9901842528887,2.67332333577273
"247","249",37.52651125,-77.45497112,"11.55086621",28.875,"10503.1297","306232.2424",0,"-",0,0.0482572696119631,-0.539498512914512,32.2891194423167,2.67302756406926
"248","250",37.52654966,-77.45497484,"6.350895607",53.625,"16022.12","849172.5",0,"-",0,0.959836945502563,-0.539498512914512,30.4955083057487,2.68304232013966
"249","251",37.52657999,-77.45497038,"2.529401625",25.0625,"5570.436444","138536.3735",0,"-",0,-0.0921628319772455,-0.539498512914512,32.565408026485,2.67324377471718
"250","252",37.52661894,-77.45492651,"0.90555595",21,"737.2270759","16515.48347",0,"-",0,-0.241790809080501,-0.539498512914512,32.8598138948611,2.67399160356775
"251","253",37.52638961,-77.45535265,"12.84344224",21.5,"9406.975577","197947.5784",0,"-",0,-0.223375058052408,-0.539498512914512,32.8235793264456,2.67387076507862
"252","254",37.52637068,-77.45539005,"13.89362187",26.5,"3538.218959","92298.02795",0,"-",0,-0.0392175477714783,-0.539498512914512,32.0428071414229,1.310474113198
"253","256",37.5263427,-77.45544442,"15.4790522",36.25902746,"2349.030473","82957.61598",0,"-",0,0.320222092187886,-0.539498512914512,29.675813498409,1.3212779772632
"254","257",37.52634829,-77.45544549,"14.7011142",38.58333333,"752.0187638","28397.68874",0,"-",0,0.405829768617996,-0.539498512914512,29.7701319114723,1.31636125344079
"255","258",37.52632622,-77.45543887,"17.86293264",56.30749857,"2129.705213","150557.1528",0,"-",0,1.05863739709923,-0.539498512914512,30.3011099498303,2.68531089059407
"256","259",37.52628243,-77.45546775,"22.51372249",19.5625,"427.0602564","8351.605098",0,"-",0,-0.294736093286268,-0.539498512914512,32.9639882790557,2.67438402191017
"257","260",37.52626142,-77.45546545,"25.36907986",24.4375,"1857.466656","45391.84142",0,"-",0,-0.115182520762362,-0.539498512914512,32.6107012370044,2.67332408379704
"258","261",37.52623117,-77.4554081,"31.56426547",19.5,"9589.712","182204.5",0,"-",0,-0.297038062164779,-0.539498512914512,32.5569134591514,0.981950747233881
"259","262",37.52626244,-77.45535897,"29.34337453",18.25,"3736.924","67264.64",0.34,"-",0,-0.343077439735012,0.667109953937917,33.4463535958067,1.3129936846354
"260","263",37.52620201,-77.45540385,"35.56783826",21.75,"43083.01625","937055.6035",0,"-",0,-0.214167182538361,-0.539498512914512,32.8054620422378,2.67381337642739
"261","264",37.52626611,-77.45529455,"31.34640123",63.82735177,"9134.246767","380611.4302",0,"-",0,1.33560488569725,-0.539498512914512,29.7561526793302,2.69289255436958
"262","265",37.52629291,-77.45527045,"28.74798848",32.79687453,"2288.864353","80297.81199",0,"-",0,0.192705799427761,-0.539498512914512,32.8470827449876,0.983544551701534
"263","266",37.5263691,-77.45548283,"10.52095454",37.859375,"3350.704573","128329.5463",0,"-",0,0.379165295898008,-0.539498512914512,31.6380295411004,2.67437780111356
"266","269",37.5265227,-77.45542695,"7.545556325",5,"670.16602","3350.83",0.19,"-",0,-0.831094841979474,0.134782689150081,32.3953093366575,1.31065900559271
"267","270",37.52653288,-77.455432,"9.08095136",23.13749951,"1641.455597","35754.82749",0.11,"-",0,-0.163063491482839,-0.149125185403432,32.1690291652361,2.67068619605445
"269","272",37.52650861,-77.45547896,"7.698397191",12.75,"2035.752","24429.02",0,"-",0,-0.545650701044034,-0.539498512914512,31.0690618726437,1.31518659330199
"270","273",37.52651179,-77.45548561,"8.3735696",15.13555508,"851.2685649","12884.42225",0,"-",0,-0.457787124209869,-0.539498512914512,33.2848051562066,2.67601174978763
"272","275",37.52653593,-77.45548156,"11.39610019",66.25,"4398.229715","35185.83772",0.03,"-",0,1.42483465896191,-0.433033059956945,29.4447469213725,2.69279721231995
"273","276",37.52657142,-77.45555387,"18.85868331",26.8,"34058.79136","817410.9925",0.13,"-",0,-0.0281680971546225,-0.0781482167650537,36.1914628177451,0.99835137482109
"275","278",37.52659511,-77.45550935,"20.2602787",16.125,"2154.739862","45918.69632",0.01,"-",0,-0.421344381604407,-0.504010028595323,33.1638253392773,2.67514531876104
"276","279",37.52663019,-77.45545455,"22.7636183",22.90625,"3076.699178","55758.18825",0,"-",0,-0.171580758285896,-0.539498512914512,32.7216696027769,2.67357423904405
"277","280",37.52664073,-77.45546869,"24.69651074",26.7979166,"3218.91862","86984.68074",0,"-",0,-0.0282448319060064,-0.539498512914512,30.7161703209938,1.30947272456558
"278","281",37.52664883,-77.45547987,"26.19454489",38.87999331,"3298.927142","130484.9202",0.04,"-",0,0.416756201281354,-0.397544575637756,28.4735968774173,0.989976126609997
"279","282",37.52657683,-77.45535282,"11.81255457",14,"7888.539153","110439.5481",0.72,"-",0,-0.499611323473802,2.0156723580671,29.8070572905438,2.711147426326
"281","284",37.52660779,-77.45529791,"13.77048295",29.875,"6525.087942","194937.0023",0.25,"-",0,0.085088771668149,0.347713595065215,29.3342629697173,1.31131245901541
"282","285",37.52659026,-77.45528685,"11.0344387",15.75,"6583.207","98748.11",0,"-",0,-0.435156194875476,-0.539498512914512,33.240276863224,2.67574802459902
"283","286",37.52659033,-77.45526727,"10.28905568",75,"6286.3269","471474.5175",0,"-",0,1.74711030195354,-0.539498512914512,28.9464805059854,2.70745574054085
"284","287",37.52661932,-77.45526515,"14.02337321",26.05,"7130.944025","186048.0902",0,"-",0,-0.0557917236967619,-0.539498512914512,32.4938447538644,2.67314264273089
"285","288",37.52663891,-77.4552688,"16.74356349",29.5625,"5418.069326","142871.789",0,"-",0,0.0735789272755909,-0.539498512914512,31.6158016981511,1.31252472993296
"286","289",37.52663567,-77.455253,"15.70689024",9.2,"8012.632014","114916.7889",0,"-",0,-0.676402533343494,-0.539498512914512,33.7149497094673,2.67918563210461
"287","290",37.52663558,-77.45523914,"15.16020082",5.125,"1070.498","5352.488",0,"-",0,-0.826490904222451,-0.539498512914512,34.0102614420537,2.68202030749042
"288","291",37.5266514,-77.45523818,"17.20607916",78.94134048,"4638.24181","669861.9673",0,"-",0,1.89227579194678,-0.539498512914512,33.6083943480062,1.35865327209505
"289","292",37.5266542,-77.45524854,"17.9756382",36.56773778,"2097.016265","73405.42529",0,"-",0,0.331592356973732,-0.539498512914512,31.5608739197697,1.30628486186971
"290","293",37.5266366,-77.45530179,"17.71270071",26.5,"12864.82192","340917.7808",0,"-",0,-0.0392175477714783,-0.539498512914512,32.4612336422904,2.67310702139126
"291","294",37.52665133,-77.45531415,"20.12929048",91.0999974,"10983.50806","794083.2505",0,"-",0,2.34009738929622,-0.539498512914512,27.7797275914255,2.7352560208399
"295","298",37.52674316,-77.45550478,"39.57563225",46,"4598.113548","210972.4766",0.93,"-",0,0.678996742324146,2.76093052877007,26.6869537117378,2.95920966413968
"297","300",37.5267795,-77.45546446,"42.80420238",63.96428571,"4256.409192","268844.9678",0.21,"-",0,1.34064836838992,0.205759657788459,28.791532794863,2.70651568980921
"298","301",37.52679421,-77.45547534,"45.16163125",11.125,"6382.931","70212.24",0.11,"-",0,-0.605501891885336,-0.149125185403432,33.0290303132089,2.67400225035185
"299","302",37.52679004,-77.45543249,"42.95866232",64,"8776.039078","561666.501",0.04,"-",0,1.34196377933549,-0.397544575637756,29.5618054667077,2.68981379874684
"300","303",37.52677055,-77.45537818,"38.29644932",25.20833333,"7378.030667","181974.1333",0.95,"-",0,-0.0867915713834901,2.83190749740845,27.9424516526347,2.77046330235109
"301","304",37.52687946,-77.45545885,"55.74961036",40.66071429,"6937.253639","293999.506",0.44,"-",0,0.482342829717717,1.02199479712981,29.3529586668759,2.71311564913979
"303","306",37.52696955,-77.45543975,"66.87303559",21.04166667,"9081.035373","182604.8112",0.92,"-",0,-0.240256163038721,2.72544204445088,28.3595004791873,2.74934912534436
"304","307",37.52706373,-77.45525669,"72.20980909",23.13541667,"5411.884128","124234.9186",0.72,"-",0,-0.163140205608582,2.0156723580671,33.3876154311031,1.00188916196207
"305","308",37.52699082,-77.45518454,"59.82632294",20.34375,"10484.28","203423.6",0.98,"-",0,-0.265961482304872,2.93837295036602,28.1113234414995,2.76024924342817
"306","309",37.52702335,-77.45516336,"63.29043732",24.53846154,"5677.280588","169614.1092",0.92,"-",0,-0.111463955594256,2.72544204445088,28.1317378891381,2.76054050454712
"307","310",37.52677371,-77.45520592,"32.06504157",89.98989201,"2050.43231","276573.0694",0,"-",0,2.29921054034185,-0.539498512914512,27.8601759708303,2.73308495609188
"308","311",37.52675404,-77.45523849,"30.73205262",17.5,"13391.04","227647.7",0,"-",0,-0.370701066277151,-0.539498512914512,29.2849273820676,1.33461787937383
"310","313",37.52667441,-77.45528075,"21.87885304",23.92601777,"856.3356397","20488.70173",0,"-",0,-0.134021179568309,-0.539498512914512,32.6477679127169,2.67339920797973
"311","314",37.52670104,-77.45525867,"24.53316818",24.75,"39970.48335","961115.2944",0,"-",0,-0.103672676369804,-0.539498512914512,31.4549913588394,1.30595412371245
"312","315",37.52657887,-77.45521583,"6.794454169",42.6,"2878.170098","123399.1208",0,"-",0,0.553769635333114,-0.539498512914512,31.2944805393108,2.67614164063071
"313","316",37.52660531,-77.45520645,"9.914091792",59,"2455.940057","44206.92102",0,"-",0,1.15780626905456,-0.539498512914512,28.56517535725,1.31818176247938
"314","317",37.52665561,-77.45517482,"15.31651919",39.8604927,"6469.330839","185637.7553",0.19,"-",0,0.452869466580228,0.134782689150081,30.5927266873965,2.67622223545783
"315","318",37.52664733,-77.45516471,"13.83533833",13.4375,"2227.782","28961.165",0,"-",0,-0.520329043380406,-0.539498512914512,36.6768822503369,1.33164086289868
"316","319",37.52665325,-77.45512603,"13.1224736",165.4627266,"3599.017183","1043523.017",0,"-",0,5.07898840272961,-0.539498512914512,22.3907247939018,2.96012405035586
"317","320",37.52663043,-77.45508013,"8.346414356",51.375,"13782.95237","708099.178",0,"-",0,0.876966065876145,-0.539498512914512,30.6585638636185,2.68131703603198
"318","321",37.52665836,-77.45507798,"11.9414662",4.625,"4069.147885","18819.80897",0.89,"-",0,-0.844906655250544,2.61897659149332,29.0698503612834,1.38881105903732
"319","322",37.52667766,-77.45502828,"12.56461798",32.25,"3581.416","114605.3",0,"-",0,0.17256358905159,-0.539498512914512,32.044536105512,2.67322861225779
"320","323",37.52673234,-77.45500024,"18.68202961",19.15625,"25159.83674","545234.8913",0.23,"-",0,-0.309698890996593,0.276736626426837,34.1836970711467,1.31418287130816
"321","324",37.52672716,-77.45497733,"17.11515715",22.24833286,"1679.754155","45077.72884",0,"-",0,-0.195812834780606,-0.539498512914512,32.7693482900191,2.6737050100194
"322","325",37.52674133,-77.45497105,"18.66955184",28.58333333,"6159.615847","180114.5162",0,"-",0,0.0375147480561372,-0.539498512914512,30.0975384205333,1.32234914913086
"323","326",37.52684335,-77.45493599,"29.99509701",27.375,"1714.131492","47070.13912",0.01,"-",0,-0.00698998347231568,-0.504010028595323,32.3494444273113,2.67265919769386
"324","327",37.52674794,-77.45491588,"16.91216035",14.1875,"4782.289418","70169.82813",0,"-",0,-0.492705416838267,-0.539498512914512,33.3535098895225,2.67644254823887
"326","329",37.52704739,-77.45451204,"34.46641419",14.64044969,"696.8407383","11154.64856",0.18,"-",0,-0.476022599399683,0.0992942048308917,34.6162527475427,1.31334442059617
"327","330",37.52702508,-77.45462897,"38.03061837",11.77115385,"2197.702674","25565.11309",0.19,"-",0,-0.581703075030448,0.134782689150081,32.585789169193,2.67298213857582
"328","331",37.52694439,-77.45461961,"27.61732801",56.58333333,"5995.729408","335457.6958",0,"-",0,1.06879680562934,-0.539498512914512,29.5955325503118,0.985962226136802
"329","332",37.52688591,-77.45464351,"21.63982464",44,"9621.128","423329.6",0.04,"-",0,0.605333738211774,-0.397544575637756,31.0048104086041,2.67506092022055
"330","333",37.52687922,-77.454665,"21.80081988",28.125,"260.3594912","7322.610689",0,"-",0,0.0206336430698237,-0.539498512914512,32.34347129494,2.67303293827084
"331","334",37.52684348,-77.45468512,"18.20159175",12.29807692,"2036.416531","26923.71385",0.65,"-",0,-0.562295706894292,1.76725296783278,30.2676899474731,2.70305485041879
"332","335",37.52685242,-77.45456215,"13.22515188",23.68666625,"1705.402262","40834.94957",0.02,"-",0,-0.14283685556934,-0.468521544276134,31.8467714017415,1.30701108736273
"333","336",37.52687266,-77.45455187,"15.15663825",9.875,"907.1349","8164.214",0,"-",0,-0.651541269455568,-0.539498512914512,33.6660330421063,2.67876755778052
"334","337",37.52695331,-77.45441268,"17.55596461",21.66666667,"1102.699025","23835.26447",0.04,"-",0,-0.217236474253605,-0.397544575637756,31.2394175496147,0.983297689717054
"335","338",37.5269691,-77.45440699,"19.18916856",29,"6311.46","183032.3",0.23,"-",0,0.0528612073689863,0.276736626426837,32.986335503831,0.985059477417872
"336","339",37.52699186,-77.4543639,"19.66010076",21,"22946.19274","481870.0476",0.29,"-",0,-0.241790809080501,0.489667532341972,31.4420923225587,2.67314513843677
"337","340",37.52679197,-77.4543096,"7.815071437",33.75,"1223.650339","41298.19893",0,"-",0,0.227810842135869,-0.539498512914512,31.9358324002654,2.67343625439729
"338","341",37.52677727,-77.45429291,"10.51975685",13.7125,"3732.211979","50589.61456",0,"-",0,-0.510200380314955,-0.539498512914512,33.3879327295172,2.67666928452441
"339","342",37.52677233,-77.45421937,"15.0902498",4.75,"1248.783","4995.132",0,"-",0,-0.840302717493521,-0.539498512914512,34.0374373683654,2.68230792181463
"340","343",37.52700819,-77.45373722,"1.692181319",59.9375,"3752.239785","223848.1928",0,"-",0,1.19233580223224,-0.539498512914512,30.0380468795028,2.68874629558445
"341","344",37.52709815,-77.45381461,"12.61211732",36.02083333,"30808.03024","1101594.77",0,"-",0,0.31144904459902,-0.539498512914512,31.0946248858722,1.31280777315258
"342","345",37.52667069,-77.45393549,"42.51832599",7.916666667,"2024.756331","15746.18477",0,"-",0,-0.723669627636655,-0.539498512914512,33.8079517683763,2.68002086434695
"343","346",37.5266768,-77.45403832,"36.58407032",21.35480769,"6084.298241","130329.6646",0,"-",0,-0.228722708916715,-0.539498512914512,34.5804143886774,0.994171645833328
"344","347",37.52663168,-77.45415538,"35.81281445",12.6234375,"11729.92033","147264.8962",0,"-",0,-0.55031218802302,-0.539498512914512,33.4668561488473,2.67721658006685
"345","348",37.5266162,-77.4541841,"36.16562961",13.36458333,"6015.757353","76902.91496",0,"-",0,-0.523014673861441,-0.539498512914512,33.4131459502813,2.67683997223587
"347","350",37.52654081,-77.45415165,"47.17328307",20.78125,"7464.947683","154254.9113",0,"-",0,-0.249847700155291,-0.539498512914512,32.744295058372,0.820905122037492
"348","351",37.52655455,-77.45422442,"41.56283106",20,"17278.75959","345575.1919",0,"-",0,-0.278622311136686,-0.539498512914512,35.4301678277144,1.31560200485928
"349","352",37.52656857,-77.45425373,"38.26063121",8.175,"1151.590057","9414.248717",0,"-",0,-0.714154822951084,-0.539498512914512,33.7892305747191,2.67984848099547
"350","353",37.52670302,-77.45435587,"16.24254858",45.16666667,"52337.36419","2425941.551",0,"-",0,0.648303824066763,-0.539498512914512,29.8565038283365,0.983960253068009
"351","354",37.5267174,-77.45432604,"16.08545483",35.53125,"2926.786154","103439.3018",0,"-",0,0.29341695517345,-0.539498512914512,32.9142291045524,0.984183725404444
"352","355",37.52672254,-77.45431693,"15.94584987",43.3254468,"1981.664001","115383.903",0,"-",0,0.580488930638968,-0.539498512914512,31.241908035898,2.67647552709097
"354","357",37.52646056,-77.4542761,"50.31956341",38.75,"129348.8","4915254",0.38,"-",0,0.411968352416798,0.809063891214674,29.7695553686554,2.69709901069532
"355","358",37.52644225,-77.4541994,"56.70346788",25.96875,"100835.6986","2540706.552",0,"-",0,-0.058784283238827,-0.539498512914512,32.4997328712319,2.67314977262336
"356","359",37.52630178,-77.45462568,"53.49829074",20.31666667,"8975.37306","565604.3299",0,"-",0,-0.266959002029456,-0.539498512914512,35.1153168415056,0.987524177174351
"357","360",37.52626127,-77.4546794,"56.1217309",22.0049999,"7046.885879","450579.6921",0,"-",0,-0.204775153197184,-0.539498512914512,32.7869824195928,2.6737569216175
"358","361",37.52612335,-77.45464582,"75.28004348",14.44861111,"2221.891443","28869.29924",0,"-",0,-0.483088302453409,-0.539498512914512,32.1873415367055,1.30862920978953
"359","362",37.52606288,-77.45470176,"80.97858929",24.65833333,"7502.123318","173217.3194",0.04,"-",0,-0.107048897514392,-0.397544575637756,32.3547235364668,0.982812840249363
"360","363",37.52618594,-77.45479087,"61.33832079",11.75,"395.8406744","4651.127924",0,"-",0,-0.58248220310022,-0.539498512914512,33.5301534105481,2.67768311937272
"361","364",37.5261515,-77.4548691,"62.85329608",37.4375,"33245.11726","1367277.764",0.01,"-",0,0.363627005968055,-0.504010028595323,31.6210259449417,2.67380011496445
"362","365",37.526,-77.455,"62.41839854",13.58333333,"481.710867","6804.952942",0,"-",0,-0.514957782786651,-0.539498512914512,33.3972933265995,2.67673219838269
"363","366",37.52620408,-77.45488901,"55.16235487",39.625,"5579.83398","221100.921",0,"-",0,0.444195916715961,-0.539498512914512,29.4110084553205,0.823724089083471
"364","367",37.52621337,-77.4548655,"54.84637247",64.6875,"22361.85548","1541724.167",0,"-",0,1.36728543699912,-0.539498512914512,29.6938184795554,2.69387413048186
"365","368",37.52624107,-77.45486171,"51.34519346",79.25,"1748.296312","22727.85205",0,"-",0,1.90364418569233,-0.539498512914512,28.6384866744535,2.71401959976852
"366","369",37.52626998,-77.4548833,"46.70599315",30.97222222,"2517.201188","77996.66913",0,"-",0,0.125501114120172,-0.539498512914512,32.1371355582905,2.67310914292628
"367","370",37.52623718,-77.45489221,"50.68075759",25.94666586,"2553.805695","66262.74302",0.04,"-",0,-0.0595976752866462,-0.397544575637756,32.3073629276904,2.67175254305001
"368","371",37.52639427,-77.45481995,"32.78655797",20.875,"3534.291735","73778.33997",0,"-",0,-0.246394746837524,-0.539498512914512,32.868872536965,2.67402307583781
"369","372",37.52641293,-77.45482213,"30.24591204",22.625,"52354.64","1151802",0,"-",0,-0.181939618239198,-0.539498512914512,32.7420515475107,2.67362842895361
"370","373",37.52643353,-77.45480039,"28.51585622",20.625,"657.3782628","13558.42667",0,"-",0,-0.25560262235157,-0.539498512914512,31.0181353019919,1.3105471369209
"371","374",37.52647085,-77.45473988,"26.61774371",24.33333333,"24190.26343","588629.7435",0,"-",0,-0.119019135682653,-0.539498512914512,32.6182501056659,2.67333869712783
"372","375",37.52657611,-77.45482383,"9.276440808",28.8125,"5026.548","141346.55",0.04,"-",0,0.0459553007334515,-0.397544575637756,30.2051943426238,1.3107527490961
"373","376",37.52658512,-77.45483051,"7.816331932",13.25,"1841.758667","25974.16267",0,"-",0,-0.527234950015941,-0.539498512914512,33.4214497053016,2.67689704052158
"374","377",37.52658678,-77.45474515,"11.62363346",32,"23131.54671","740209.4947",0,"-",0,0.163355713537544,-0.539498512914512,32.0626533897197,2.67320108145552
"375","378",37.52650179,-77.45469589,"24.75306716",30.58628403,"2727.48244","83014.97404",0,"-",0,0.111286430881626,-0.539498512914512,32.1651041657899,2.67308344562295
"376","379",37.52534148,-77.45654168,"76.0852472",2.25,"539.55078","1213.989",0.05,"-",0,-0.932381472633985,-0.362056091318566,37.112017723093,0.994942534837005
"377","380",37.52535788,-77.456608,"70.72507599",20.4375,"20097.5552","390869.102",0,"-",0,-0.262508528987105,-0.539498512914512,36.2433632181449,1.33245755196356
