Date,Time,PoolID,WaterTemp,Lux
7/21/2021,13:45:00,321,30.255,678.1
7/21/2021,14:00:00,321,30.356,495.1
7/21/2021,14:15:00,321,30.356,592
7/21/2021,14:30:00,321,30.457,592
7/21/2021,6:30:00,265,28.555,118.4
7/21/2021,6:45:00,265,28.555,204.5
7/21/2021,7:00:00,265,28.456,301.4
7/21/2021,7:15:00,265,28.456,398.3
7/21/2021,7:30:00,265,28.456,495.1
7/21/2021,7:45:00,265,28.456,602.8
7/21/2021,8:00:00,265,28.456,731.9
7/21/2021,8:15:00,265,28.555,882.6
7/21/2021,8:30:00,265,28.655,1022.6
7/21/2021,8:45:00,265,28.754,1291.7
7/21/2021,9:00:00,265,28.853,1550
7/21/2021,9:15:00,265,29.053,1894.5
7/21/2021,9:30:00,265,29.152,1636.1
7/21/2021,9:45:00,265,29.352,2583.4
7/21/2021,10:00:00,265,29.652,2755.6
7/21/2021,10:15:00,265,29.853,3272.2
7/21/2021,10:30:00,265,30.154,3788.9
7/21/2021,10:45:00,265,30.457,4305.6
7/21/2021,11:00:00,265,30.76,4822.3
7/21/2021,11:15:00,265,31.064,5338.9
7/21/2021,11:30:00,265,31.37,5511.1
7/21/2021,11:45:00,265,31.676,6200
7/21/2021,12:00:00,265,31.983,6544.5
7/21/2021,12:15:00,265,32.394,7233.4
7/21/2021,12:30:00,265,32.704,7233.4
7/21/2021,12:45:00,265,33.014,8266.7
7/21/2021,13:00:00,265,33.326,8266.7
7/21/2021,13:15:00,265,33.639,4133.4
7/21/2021,13:30:00,265,33.953,8611.2
7/21/2021,13:45:00,265,34.374,8611.2
7/21/2021,14:00:00,265,34.479,2669.5
7/21/2021,14:15:00,265,34.691,3444.5
7/21/2021,14:30:00,265,35.009,8266.7
7/21/2021,6:30:00,152,28.258,53.8
7/21/2021,6:45:00,152,28.159,96.9
7/21/2021,7:00:00,152,28.159,139.9
7/21/2021,7:15:00,152,28.159,183
7/21/2021,7:30:00,152,28.06,215.3
7/21/2021,7:45:00,152,28.06,258.3
7/21/2021,8:00:00,152,28.06,290.6
7/21/2021,8:15:00,152,28.06,322.9
7/21/2021,8:30:00,152,28.06,333.7
7/21/2021,8:45:00,152,28.06,387.5
7/21/2021,9:00:00,152,28.159,581.3
7/21/2021,9:15:00,152,28.258,1248.6
7/21/2021,9:30:00,152,28.357,1377.8
7/21/2021,9:45:00,152,28.456,1550
7/21/2021,10:00:00,152,28.456,1722.2
7/21/2021,10:15:00,152,28.555,1894.5
7/21/2021,10:30:00,152,28.655,2066.7
7/21/2021,10:45:00,152,28.754,2152.8
7/21/2021,11:00:00,152,28.853,2411.1
7/21/2021,11:15:00,152,29.053,2497.2
7/21/2021,11:30:00,152,29.053,2755.6
7/21/2021,11:45:00,152,29.252,2927.8
7/21/2021,12:00:00,152,29.352,3100
7/21/2021,12:15:00,152,29.452,3272.2
7/21/2021,12:30:00,152,29.652,3272.2
7/21/2021,12:45:00,152,29.752,3444.5
7/21/2021,13:00:00,152,29.953,3444.5
7/21/2021,13:15:00,152,30.054,1194.8
7/21/2021,13:30:00,152,30.255,3444.5
7/21/2021,13:45:00,152,30.356,3444.5
7/21/2021,14:00:00,152,30.457,753.5
7/21/2021,14:15:00,152,30.558,936.5
7/21/2021,14:30:00,152,30.862,2927.8
7/21/2021,6:30:00,197,27.37,107.6
7/21/2021,6:45:00,197,27.37,193.8
7/21/2021,7:00:00,197,27.37,301.4
7/21/2021,7:15:00,197,27.37,409
7/21/2021,7:30:00,197,27.272,516.7
7/21/2021,7:45:00,197,27.272,624.3
7/21/2021,8:00:00,197,27.37,731.9
7/21/2021,8:15:00,197,27.37,882.6
7/21/2021,8:30:00,197,27.468,1033.3
7/21/2021,8:45:00,197,27.567,1324
7/21/2021,9:00:00,197,27.665,1550
7/21/2021,9:15:00,197,27.862,1980.6
7/21/2021,9:30:00,197,28.06,2325
7/21/2021,9:45:00,197,28.357,2583.4
7/21/2021,10:00:00,197,28.555,2755.6
7/21/2021,10:15:00,197,28.853,3100
7/21/2021,10:30:00,197,29.053,3272.2
7/21/2021,10:45:00,197,29.352,3616.7
7/21/2021,11:00:00,197,29.652,3788.9
7/21/2021,11:15:00,197,29.953,3961.1
7/21/2021,11:30:00,197,30.255,4305.6
7/21/2021,11:45:00,197,30.558,4477.8
7/21/2021,12:00:00,197,30.862,4650
7/21/2021,12:15:00,197,31.064,4822.3
7/21/2021,12:30:00,197,31.472,5166.7
7/21/2021,12:45:00,197,31.676,5338.9
7/21/2021,13:00:00,197,31.983,5166.7
7/21/2021,13:15:00,197,32.188,3100
7/21/2021,13:30:00,197,32.6,5511.1
7/21/2021,13:45:00,197,32.807,5511.1
7/21/2021,14:00:00,197,32.704,2066.7
7/21/2021,14:15:00,197,32.911,2669.5
7/21/2021,14:30:00,197,33.43,6200
7/21/2021,6:30:00,362,26.977,129.2
7/21/2021,6:45:00,362,26.977,226
7/21/2021,7:00:00,362,26.879,333.7
7/21/2021,7:15:00,362,26.879,462.9
7/21/2021,7:30:00,362,26.879,559.7
7/21/2021,7:45:00,362,26.879,667.4
7/21/2021,8:00:00,362,26.879,818.1
7/21/2021,8:15:00,362,26.977,871.9
7/21/2021,8:30:00,362,27.075,947.2
7/21/2021,8:45:00,362,27.272,2927.8
7/21/2021,9:00:00,362,27.468,3444.5
7/21/2021,9:15:00,362,27.764,3961.1
7/21/2021,9:30:00,362,28.06,4477.8
7/21/2021,9:45:00,362,28.357,5166.7
7/21/2021,10:00:00,362,28.655,5166.7
7/21/2021,10:15:00,362,29.053,5511.1
7/21/2021,10:30:00,362,29.352,6200
7/21/2021,10:45:00,362,29.652,6544.5
7/21/2021,11:00:00,362,29.953,6200
7/21/2021,11:15:00,362,30.356,6200
7/21/2021,11:30:00,362,30.659,6544.5
7/21/2021,11:45:00,362,31.064,6544.5
7/21/2021,12:00:00,362,31.472,6544.5
7/21/2021,12:15:00,362,31.778,6544.5
7/21/2021,12:30:00,362,32.188,6544.5
7/21/2021,12:45:00,362,32.6,6200
7/21/2021,13:00:00,362,32.911,6200
7/21/2021,13:15:00,362,33.326,4994.5
7/21/2021,13:30:00,362,33.639,6200
7/21/2021,13:45:00,362,34.058,5511.1
7/21/2021,14:00:00,362,34.163,1636.1
7/21/2021,14:15:00,362,34.374,2066.7
7/21/2021,14:30:00,362,34.691,6544.5
7/21/2021,6:30:00,456,25.319,215.3
7/21/2021,6:45:00,456,25.319,398.3
7/21/2021,7:00:00,456,25.319,796.5
7/21/2021,7:15:00,456,25.513,1280.9
7/21/2021,7:30:00,456,25.805,1722.2
7/21/2021,7:45:00,456,26.097,2411.1
7/21/2021,8:00:00,456,26.585,2755.6
7/21/2021,8:15:00,456,26.977,3272.2
7/21/2021,8:30:00,456,27.272,2152.8
7/21/2021,8:45:00,456,27.567,2755.6
7/21/2021,9:00:00,456,28.357,4477.8
7/21/2021,9:15:00,456,29.053,4477.8
7/21/2021,9:30:00,456,29.752,4822.3
7/21/2021,9:45:00,456,30.356,4305.6
7/21/2021,10:00:00,456,30.154,2927.8
7/21/2021,10:15:00,456,30.255,3616.7
7/21/2021,10:30:00,456,30.457,4477.8
7/21/2021,10:45:00,456,30.255,2755.6
7/21/2021,11:00:00,456,30.255,3788.9
7/21/2021,11:15:00,456,30.76,3444.5
7/21/2021,11:30:00,456,30.76,2927.8
7/21/2021,11:45:00,456,30.659,2927.8
7/21/2021,12:00:00,456,30.659,3100
7/21/2021,12:15:00,456,30.76,3272.2
7/21/2021,12:30:00,456,30.862,3616.7
7/21/2021,12:45:00,456,31.778,5511.1
7/21/2021,13:00:00,456,33.118,7577.8
7/21/2021,13:15:00,456,34.163,5511.1
7/21/2021,13:30:00,456,35.009,8266.7
7/21/2021,13:45:00,456,36.187,8266.7
7/21/2021,14:00:00,456,36.403,2583.4
7/21/2021,14:15:00,456,36.403,3272.2
7/21/2021,14:30:00,456,37.055,8266.7
7/21/2021,6:30:00,307,26.488,64.6
7/21/2021,6:45:00,307,26.39,107.6
7/21/2021,7:00:00,307,26.39,183
7/21/2021,7:15:00,307,26.39,258.3
7/21/2021,7:30:00,307,26.39,344.4
7/21/2021,7:45:00,307,26.39,430.6
7/21/2021,8:00:00,307,26.39,516.7
7/21/2021,8:15:00,307,26.39,635.1
7/21/2021,8:30:00,307,26.488,721.2
7/21/2021,8:45:00,307,26.488,850.4
7/21/2021,9:00:00,307,26.585,958
7/21/2021,9:15:00,307,26.683,1205.6
7/21/2021,9:30:00,307,27.075,5166.7
7/21/2021,9:45:00,307,27.37,5511.1
7/21/2021,10:00:00,307,27.665,6200
7/21/2021,10:15:00,307,28.06,6544.5
7/21/2021,10:30:00,307,28.456,6544.5
7/21/2021,10:45:00,307,28.853,7233.4
7/21/2021,11:00:00,307,29.252,7233.4
7/21/2021,11:15:00,307,29.652,7233.4
7/21/2021,11:30:00,307,30.154,7233.4
7/21/2021,11:45:00,307,30.558,7233.4
7/21/2021,12:00:00,307,31.064,7233.4
7/21/2021,12:15:00,307,31.472,6544.5
7/21/2021,12:30:00,307,31.983,6544.5
7/21/2021,12:45:00,307,32.394,6200
7/21/2021,13:00:00,307,32.807,6200
7/21/2021,13:15:00,307,33.222,5166.7
7/21/2021,13:30:00,307,33.639,5166.7
7/21/2021,13:45:00,307,33.953,5338.9
7/21/2021,14:00:00,307,34.058,990.3
7/21/2021,14:15:00,307,34.374,1550
7/21/2021,14:30:00,307,34.479,2411.1
7/21/2021,6:30:00,78,28.853,107.6
7/21/2021,6:45:00,78,28.754,204.5
7/21/2021,7:00:00,78,28.754,366
7/21/2021,7:15:00,78,28.754,570.5
7/21/2021,7:30:00,78,28.754,850.4
7/21/2021,7:45:00,78,28.853,1184
7/21/2021,8:00:00,78,28.953,1463.9
7/21/2021,8:15:00,78,29.053,1980.6
7/21/2021,8:30:00,78,29.152,2325
7/21/2021,8:45:00,78,29.252,2927.8
7/21/2021,9:00:00,78,29.452,3272.2
7/21/2021,9:15:00,78,29.652,3788.9
7/21/2021,9:30:00,78,29.953,4133.4
7/21/2021,9:45:00,78,30.154,4650
7/21/2021,10:00:00,78,30.457,4822.3
7/21/2021,10:15:00,78,30.76,5166.7
7/21/2021,10:30:00,78,30.963,5338.9
7/21/2021,10:45:00,78,31.268,5166.7
7/21/2021,11:00:00,78,31.574,5166.7
7/21/2021,11:15:00,78,31.88,5166.7
7/21/2021,11:30:00,78,32.188,5511.1
7/21/2021,11:45:00,78,32.497,5166.7
7/21/2021,12:00:00,78,32.807,5166.7
7/21/2021,12:15:00,78,33.014,5338.9
7/21/2021,12:30:00,78,33.326,5166.7
7/21/2021,12:45:00,78,33.639,4994.5
7/21/2021,13:00:00,78,33.848,4822.3
7/21/2021,13:15:00,78,34.058,2152.8
7/21/2021,13:30:00,78,34.374,4305.6
7/21/2021,13:45:00,78,34.585,4133.4
7/21/2021,14:00:00,78,34.585,1227.1
7/21/2021,14:15:00,78,34.796,1550
7/21/2021,14:30:00,78,35.115,3272.2
7/21/2021,6:30:00,639,24.545,96.9
7/21/2021,6:45:00,639,24.641,172.2
7/21/2021,7:00:00,639,24.738,279.9
7/21/2021,7:15:00,639,24.931,376.7
7/21/2021,7:30:00,639,25.222,462.9
7/21/2021,7:45:00,639,25.416,538.2
7/21/2021,8:00:00,639,26,775
7/21/2021,8:15:00,639,26.683,1151.7
7/21/2021,8:30:00,639,27.37,1377.8
7/21/2021,8:45:00,639,28.258,1636.1
7/21/2021,9:00:00,639,29.053,1894.5
7/21/2021,9:15:00,639,29.853,2238.9
7/21/2021,9:30:00,639,30.659,2583.4
7/21/2021,9:45:00,639,31.472,2927.8
7/21/2021,10:00:00,639,32.291,3100
7/21/2021,10:15:00,639,33.222,3444.5
7/21/2021,10:30:00,639,34.058,3788.9
7/21/2021,10:45:00,639,34.796,3961.1
7/21/2021,11:00:00,639,35.649,4305.6
7/21/2021,11:15:00,639,36.403,4477.8
7/21/2021,11:30:00,639,37.165,4650
7/21/2021,11:45:00,639,37.935,4822.3
7/21/2021,12:00:00,639,38.602,5166.7
7/21/2021,12:15:00,639,39.163,5338.9
7/21/2021,12:30:00,639,39.729,5166.7
7/21/2021,12:45:00,639,40.415,5166.7
7/21/2021,13:00:00,639,40.876,5166.7
7/21/2021,13:15:00,639,41.225,4133.4
7/21/2021,13:30:00,639,41.341,5166.7
7/21/2021,13:45:00,639,41.692,5166.7
7/21/2021,14:00:00,639,40.876,1377.8
7/21/2021,14:15:00,639,40.185,1722.2
7/21/2021,14:30:00,639,40.761,5166.7
7/21/2021,6:30:00,346,26.683,64.6
7/21/2021,6:45:00,346,26.585,118.4
7/21/2021,7:00:00,346,26.488,193.8
7/21/2021,7:15:00,346,26.488,301.4
7/21/2021,7:30:00,346,26.488,419.8
7/21/2021,7:45:00,346,26.585,549
7/21/2021,8:00:00,346,26.683,678.1
7/21/2021,8:15:00,346,26.781,839.6
7/21/2021,8:30:00,346,26.977,958
7/21/2021,8:45:00,346,27.272,1151.7
7/21/2021,9:00:00,346,27.665,1356.3
7/21/2021,9:15:00,346,27.961,1550
7/21/2021,9:30:00,346,28.357,1722.2
7/21/2021,9:45:00,346,28.754,1980.6
7/21/2021,10:00:00,346,29.252,2152.8
7/21/2021,10:15:00,346,29.752,2411.1
7/21/2021,10:30:00,346,30.255,2669.5
7/21/2021,10:45:00,346,30.76,2927.8
7/21/2021,11:00:00,346,31.37,3100
7/21/2021,11:15:00,346,31.88,3272.2
7/21/2021,11:30:00,346,32.497,3444.5
7/21/2021,11:45:00,346,33.014,3616.7
7/21/2021,12:00:00,346,33.535,3788.9
7/21/2021,12:15:00,346,34.163,3961.1
7/21/2021,12:30:00,346,34.691,4133.4
7/21/2021,12:45:00,346,35.222,4477.8
7/21/2021,13:00:00,346,35.756,4650
7/21/2021,13:15:00,346,36.295,4994.5
7/21/2021,13:30:00,346,36.728,5166.7
7/21/2021,13:45:00,346,37.165,5166.7
7/21/2021,14:00:00,346,37.384,1044.1
7/21/2021,14:15:00,346,37.494,3100
7/21/2021,14:30:00,346,37.604,4477.8
7/21/2021,6:30:00,92,27.272,129.2
7/21/2021,6:45:00,92,27.272,236.8
7/21/2021,7:00:00,92,27.173,355.2
7/21/2021,7:15:00,92,27.272,495.1
7/21/2021,7:30:00,92,27.272,645.8
7/21/2021,7:45:00,92,27.37,828.8
7/21/2021,8:00:00,92,27.468,1022.6
7/21/2021,8:15:00,92,27.665,1377.8
7/21/2021,8:30:00,92,27.961,1894.5
7/21/2021,8:45:00,92,28.357,2325
7/21/2021,9:00:00,92,28.754,2583.4
7/21/2021,9:15:00,92,29.053,3100
7/21/2021,9:30:00,92,29.552,3444.5
7/21/2021,9:45:00,92,29.953,3616.7
7/21/2021,10:00:00,92,30.356,4305.6
7/21/2021,10:15:00,92,30.862,4822.3
7/21/2021,10:30:00,92,31.268,4822.3
7/21/2021,10:45:00,92,31.778,5166.7
7/21/2021,11:00:00,92,32.291,5338.9
7/21/2021,11:15:00,92,32.807,5338.9
7/21/2021,11:30:00,92,33.222,3961.1
7/21/2021,11:45:00,92,33.639,5338.9
7/21/2021,12:00:00,92,34.058,5166.7
7/21/2021,12:15:00,92,34.479,5166.7
7/21/2021,12:30:00,92,35.009,5166.7
7/21/2021,12:45:00,92,35.328,5166.7
7/21/2021,13:00:00,92,35.756,5511.1
7/21/2021,13:15:00,92,36.079,2497.2
7/21/2021,13:30:00,92,36.403,6200
7/21/2021,13:45:00,92,36.728,5511.1
7/21/2021,14:00:00,92,36.837,1636.1
7/21/2021,14:15:00,92,36.946,1722.2
7/21/2021,14:30:00,92,37.274,5511.1
7/21/2021,6:30:00,140,27.764,21.5
7/21/2021,6:45:00,140,27.764,53.8
