ObjectID,GlobalID,Pool ID,Date,Time,Observer,How is the pool shaded?,How many dots have open canopy?,Percent Open Canopy,Percent Closed Canopy,CreationDate,Creator,EditDate,Editor,x,y
33,3da9747e-41a2-4eac-a416-98ad34820fa0,172,8/17/2021 4:00:00 PM,09:34,JTA,FULL_SHADE,6,6.24,93.76,8/17/2021 1:34:44 PM,armstrongj2_vcu_ces,8/17/2021 1:34:44 PM,armstrongj2_vcu_ces,-77.45506474,37.52584743
34,aeae4211-e639-425b-84fa-990f9af649c6,654,8/17/2021 4:00:00 PM,09:36,JTA,FULL_SUN,96,99.84,0.159999999999997,8/17/2021 1:36:47 PM,armstrongj2_vcu_ces,8/17/2021 1:36:47 PM,armstrongj2_vcu_ces,-77.45508081,37.52594776
35,2d11d8aa-1fe9-4cc0-a8ed-ae2620f842b8,653,8/17/2021 4:00:00 PM,09:36,JTA,FULL_SUN,96,99.84,0.159999999999997,8/17/2021 1:37:12 PM,armstrongj2_vcu_ces,8/17/2021 1:37:12 PM,armstrongj2_vcu_ces,-77.45507416,37.52595398
36,37030aeb-eda6-4882-a646-6f956504133e,166,8/17/2021 4:00:00 PM,09:37,JTA,FULL_SUN,94,97.76,2.23999999999999,8/17/2021 1:37:48 PM,armstrongj2_vcu_ces,8/17/2021 1:37:48 PM,armstrongj2_vcu_ces,-77.45504276,37.5259903
37,c342d99c-a775-4863-bb99-49cf62b9c148,168,8/17/2021 4:00:00 PM,09:38,JTA,FULL_SUN,96,99.84,0.159999999999997,8/17/2021 1:38:23 PM,armstrongj2_vcu_ces,8/17/2021 1:38:23 PM,armstrongj2_vcu_ces,-77.45506867,37.52600042
38,403dd496-87d1-49b0-8bb9-c77b68ec5565,766,8/17/2021 4:00:00 PM,09:39,JTA,FULL_SUN,96,99.84,0.159999999999997,8/17/2021 1:39:55 PM,armstrongj2_vcu_ces,8/17/2021 1:39:55 PM,armstrongj2_vcu_ces,-77.45507209,37.52598323
39,6afbd865-67ca-487c-b0ba-8ba9c9a3eb3d,167,8/17/2021 4:00:00 PM,09:40,JTA,FULL_SUN,96,99.84,0.159999999999997,8/17/2021 1:40:20 PM,armstrongj2_vcu_ces,8/17/2021 1:40:20 PM,armstrongj2_vcu_ces,-77.45508013,37.52598136
40,fe515c79-48c8-4356-a707-9e2f8eaa430e,655,8/17/2021 4:00:00 PM,09:40,JTA,FULL_SUN,96,99.84,0.159999999999997,8/17/2021 1:40:51 PM,armstrongj2_vcu_ces,8/17/2021 1:40:51 PM,armstrongj2_vcu_ces,-77.4551148,37.52595718
41,a97a2ae7-1c70-460f-a9fc-91420c48ba7a,671,8/17/2021 4:00:00 PM,09:42,JTA,FULL_SUN,92,95.68,4.31999999999999,8/17/2021 1:42:50 PM,armstrongj2_vcu_ces,8/17/2021 1:42:50 PM,armstrongj2_vcu_ces,-77.45491558,37.52638475
42,37b54ecc-d64f-4d23-9595-c729c79fa9fe,205,8/17/2021 4:00:00 PM,09:44,JTA,FULL_SUN,96,99.84,0.159999999999997,8/17/2021 1:45:23 PM,armstrongj2_vcu_ces,8/17/2021 1:46:45 PM,armstrongj2_vcu_ces,-77.45501983,37.52629129
43,d32671f5-cb12-447e-b47b-2aa5fd999dcf,206,8/17/2021 4:00:00 PM,09:45,JTA,FULL_SUN,90,93.6,6.39999999999999,8/17/2021 1:45:51 PM,armstrongj2_vcu_ces,8/17/2021 1:45:51 PM,armstrongj2_vcu_ces,-77.4550306,37.52630166
44,ad73fc4f-c646-4d2a-b467-5a386956464b,207,8/17/2021 4:00:00 PM,09:46,JTA,FULL_SUN,96,99.84,0.159999999999997,8/17/2021 1:47:13 PM,armstrongj2_vcu_ces,8/17/2021 1:47:13 PM,armstrongj2_vcu_ces,-77.4550361,37.52631996
45,0b665a18-6b2a-46b5-b13a-a019b71c8403,672,8/17/2021 4:00:00 PM,09:47,JTA,FULL_SUN,96,99.84,0.159999999999997,8/17/2021 1:47:38 PM,armstrongj2_vcu_ces,8/17/2021 1:47:38 PM,armstrongj2_vcu_ces,-77.45498973,37.52633329
